Txn_ID,Year,Month,Month_Num,Quarter,Market,Category,Brand,Channel,Volume_Units,Base_NR_AUD000,Trade_Promo_AUD000,Net_Revenue_AUD000,COGS_AUD000,Gross_Profit_AUD000,OPEX_AUD000,EBITDA_AUD000,GP_Margin_Pct,EBITDA_Margin_Pct,Type,Budget_NR_AUD000,Variance_NR_AUD000,Variance_Pct,PY_NR_AUD000,YoY_Growth_Pct
UL000018,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Dove,Online,491.0,25.3,2.2,23.1,11.7,11.4,3.7,7.7,0.49,0.33,Actual,28.2,-5.1,-0.18,25.3,-0.09
UL000019,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Dove,Pharmacy,311.0,16.0,1.7,14.4,7.2,7.2,2.4,4.8,0.5,0.33,Actual,16.9,-2.6,-0.15,16.0,-0.1
UL000020,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Dove,Foodservice,197.0,10.1,1.1,9.1,4.7,4.3,1.6,2.8,0.48,0.3,Actual,11.3,-2.2,-0.2,10.1,-0.11
UL000021,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Lux,Supermarket,717.0,36.5,3.1,33.3,17.0,16.4,5.8,10.6,0.49,0.32,Actual,38.3,-4.9,-0.13,36.5,-0.09
UL000022,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Lux,Convenience,456.0,22.6,2.3,20.3,10.0,10.4,3.6,6.8,0.51,0.33,Actual,22.2,-1.8,-0.08,22.6,-0.1
UL000023,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Lux,Online,371.0,18.6,1.6,17.0,8.7,8.3,2.8,5.5,0.49,0.33,Actual,20.2,-3.1,-0.16,18.6,-0.09
UL000024,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Lux,Pharmacy,263.0,12.5,1.1,11.4,5.8,5.7,2.0,3.7,0.5,0.32,Actual,12.1,-0.7,-0.05,12.5,-0.08
UL000025,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Lux,Foodservice,169.0,8.1,0.8,7.4,3.8,3.5,1.2,2.3,0.48,0.31,Actual,8.1,-0.7,-0.09,8.1,-0.09
UL000026,2022,Jan,1,Q1,Australia,Beauty & Personal Care,TRESemmé,Supermarket,647.0,31.9,3.1,28.8,14.6,14.2,4.8,9.4,0.49,0.33,Actual,33.7,-4.9,-0.15,31.9,-0.1
UL000027,2022,Jan,1,Q1,Australia,Beauty & Personal Care,TRESemmé,Convenience,368.0,19.1,2.1,17.0,8.7,8.3,2.9,5.5,0.49,0.32,Actual,19.5,-2.5,-0.13,19.1,-0.11
UL000028,2022,Jan,1,Q1,Australia,Beauty & Personal Care,TRESemmé,Online,384.0,18.1,1.6,16.5,8.4,8.1,2.9,5.2,0.49,0.32,Actual,17.7,-1.2,-0.07,18.1,-0.09
UL000029,2022,Jan,1,Q1,Australia,Beauty & Personal Care,TRESemmé,Pharmacy,197.0,9.7,1.0,8.8,4.3,4.5,1.5,3.0,0.51,0.34,Actual,10.6,-1.9,-0.18,9.7,-0.1
UL000030,2022,Jan,1,Q1,Australia,Beauty & Personal Care,TRESemmé,Foodservice,137.0,7.1,0.8,6.3,3.1,3.2,1.1,2.1,0.51,0.33,Actual,7.1,-0.8,-0.11,7.1,-0.11
UL000031,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Vaseline,Supermarket,516.0,26.1,2.1,24.0,12.1,11.9,3.8,8.1,0.5,0.34,Actual,27.6,-3.5,-0.13,26.1,-0.08
UL000032,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Vaseline,Convenience,310.0,15.8,1.6,14.2,6.9,7.3,2.5,4.8,0.51,0.34,Actual,16.0,-1.8,-0.11,15.8,-0.1
UL000033,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Vaseline,Online,264.0,13.3,1.4,12.0,6.1,5.8,2.0,3.8,0.49,0.32,Actual,14.5,-2.6,-0.18,13.3,-0.1
UL000034,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Vaseline,Pharmacy,163.0,8.5,0.8,7.7,4.0,3.7,1.4,2.4,0.49,0.31,Actual,8.7,-1.0,-0.12,8.5,-0.1
UL000035,2022,Jan,1,Q1,Australia,Beauty & Personal Care,Vaseline,Foodservice,110.0,5.2,0.4,4.8,2.3,2.4,0.8,1.6,0.51,0.34,Actual,5.8,-1.1,-0.18,5.2,-0.08
UL000036,2022,Jan,1,Q1,Australia,Home Care,Surf,Supermarket,1036.0,51.1,4.5,46.6,23.5,23.1,8.3,14.7,0.5,0.32,Actual,53.8,-7.3,-0.14,51.1,-0.09
UL000037,2022,Jan,1,Q1,Australia,Home Care,Surf,Convenience,566.0,29.0,2.9,26.0,13.7,12.4,4.6,7.8,0.48,0.3,Actual,31.2,-5.1,-0.16,29.0,-0.1
UL000038,2022,Jan,1,Q1,Australia,Home Care,Surf,Online,513.0,25.8,2.4,23.5,11.4,12.1,3.8,8.3,0.51,0.35,Actual,28.3,-4.9,-0.17,25.8,-0.09
UL000039,2022,Jan,1,Q1,Australia,Home Care,Surf,Pharmacy,329.0,17.3,1.7,15.5,7.8,7.8,2.8,5.0,0.5,0.32,Actual,17.0,-1.5,-0.09,17.3,-0.1
UL000040,2022,Jan,1,Q1,Australia,Home Care,Surf,Foodservice,208.0,10.5,0.9,9.6,4.8,4.7,1.7,3.0,0.49,0.32,Actual,11.3,-1.8,-0.16,10.5,-0.09
UL000041,2022,Jan,1,Q1,Australia,Home Care,Domestos,Supermarket,746.0,36.3,3.9,32.4,16.3,16.2,5.8,10.4,0.5,0.32,Actual,35.9,-3.5,-0.1,36.3,-0.11
UL000042,2022,Jan,1,Q1,Australia,Home Care,Domestos,Convenience,400.0,19.9,1.6,18.3,8.8,9.5,3.0,6.4,0.52,0.35,Actual,20.8,-2.5,-0.12,19.9,-0.08
UL000043,2022,Jan,1,Q1,Australia,Home Care,Domestos,Online,346.0,16.8,1.5,15.3,7.7,7.6,2.6,5.1,0.5,0.33,Actual,18.9,-3.6,-0.19,16.8,-0.09
UL000044,2022,Jan,1,Q1,Australia,Home Care,Domestos,Pharmacy,217.0,11.0,1.0,10.0,5.1,4.9,1.7,3.2,0.49,0.32,Actual,11.3,-1.4,-0.12,11.0,-0.09
UL000045,2022,Jan,1,Q1,Australia,Home Care,Domestos,Foodservice,134.0,6.9,0.7,6.2,3.0,3.2,1.0,2.2,0.52,0.36,Actual,7.6,-1.3,-0.18,6.9,-0.1
UL000046,2022,Jan,1,Q1,Australia,Home Care,Comfort,Supermarket,557.0,27.5,2.8,24.7,12.0,12.7,4.2,8.5,0.51,0.34,Actual,29.9,-5.2,-0.17,27.5,-0.1
UL000047,2022,Jan,1,Q1,Australia,Home Care,Comfort,Convenience,315.0,16.4,1.7,14.7,7.2,7.6,2.4,5.2,0.52,0.35,Actual,17.3,-2.6,-0.15,16.4,-0.1
UL000048,2022,Jan,1,Q1,Australia,Home Care,Comfort,Online,302.0,14.8,1.4,13.4,6.6,6.9,2.3,4.6,0.51,0.34,Actual,15.7,-2.3,-0.15,14.8,-0.1
UL000049,2022,Jan,1,Q1,Australia,Home Care,Comfort,Pharmacy,188.0,9.3,1.0,8.3,4.0,4.3,1.5,2.9,0.52,0.34,Actual,9.4,-1.1,-0.12,9.3,-0.1
UL000050,2022,Jan,1,Q1,Australia,Home Care,Comfort,Foodservice,131.0,6.4,0.5,5.9,2.8,3.0,1.0,2.0,0.52,0.34,Actual,6.3,-0.4,-0.07,6.4,-0.08
UL000051,2022,Jan,1,Q1,Australia,Ice Cream,Magnum,Supermarket,822.0,40.5,4.3,36.2,18.6,17.7,6.2,11.4,0.49,0.32,Actual,44.5,-8.3,-0.19,40.5,-0.11
UL000052,2022,Jan,1,Q1,Australia,Ice Cream,Magnum,Convenience,514.0,25.2,2.2,23.0,11.1,11.9,3.8,8.1,0.52,0.35,Actual,25.8,-2.7,-0.11,25.2,-0.09
UL000053,2022,Jan,1,Q1,Australia,Ice Cream,Magnum,Online,456.0,21.4,1.7,19.7,9.5,10.1,3.3,6.8,0.52,0.35,Actual,23.4,-3.8,-0.16,21.4,-0.08
UL000054,2022,Jan,1,Q1,Australia,Ice Cream,Magnum,Pharmacy,271.0,14.0,1.1,13.0,6.4,6.5,2.3,4.3,0.5,0.33,Actual,14.1,-1.1,-0.08,14.0,-0.08
UL000055,2022,Jan,1,Q1,Australia,Ice Cream,Magnum,Foodservice,199.0,9.4,0.8,8.6,4.3,4.3,1.5,2.8,0.5,0.32,Actual,9.4,-0.7,-0.08,9.4,-0.08
UL000056,2022,Jan,1,Q1,Australia,Ice Cream,Cornetto,Supermarket,665.0,32.6,3.4,29.3,15.2,14.1,5.2,8.9,0.48,0.3,Actual,36.4,-7.1,-0.2,32.6,-0.1
UL000057,2022,Jan,1,Q1,Australia,Ice Cream,Cornetto,Convenience,390.0,19.9,1.7,18.1,8.7,9.4,3.1,6.4,0.52,0.35,Actual,21.1,-2.9,-0.14,19.9,-0.09
UL000058,2022,Jan,1,Q1,Australia,Ice Cream,Cornetto,Online,333.0,17.4,1.9,15.5,8.1,7.5,2.7,4.7,0.48,0.3,Actual,19.2,-3.6,-0.19,17.4,-0.11
UL000059,2022,Jan,1,Q1,Australia,Ice Cream,Cornetto,Pharmacy,211.0,10.4,0.9,9.5,4.6,4.9,1.6,3.3,0.52,0.35,Actual,11.5,-2.0,-0.18,10.4,-0.09
UL000060,2022,Jan,1,Q1,Australia,Ice Cream,Cornetto,Foodservice,136.0,7.2,0.6,6.5,3.2,3.3,1.2,2.2,0.51,0.33,Actual,7.7,-1.1,-0.15,7.2,-0.09
UL000061,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Knorr,Supermarket,489.0,26.1,2.5,23.6,11.9,11.7,4.1,7.6,0.5,0.32,Actual,25.8,-2.3,-0.09,26.1,-0.1
UL000062,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Knorr,Convenience,321.0,15.2,1.3,13.9,6.9,7.0,2.4,4.6,0.5,0.33,Actual,15.0,-1.0,-0.07,15.2,-0.09
UL000063,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Knorr,Online,254.0,12.5,1.2,11.3,6.0,5.4,1.9,3.5,0.48,0.31,Actual,13.6,-2.3,-0.17,12.5,-0.09
UL000064,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Knorr,Pharmacy,139.0,7.4,0.7,6.7,3.4,3.4,1.2,2.2,0.5,0.33,Actual,8.2,-1.4,-0.18,7.4,-0.1
UL000065,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Knorr,Foodservice,104.0,5.0,0.5,4.5,2.2,2.3,0.7,1.5,0.51,0.35,Actual,5.4,-1.0,-0.18,5.0,-0.11
UL000066,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Hellmann's,Supermarket,322.0,15.9,1.5,14.4,7.2,7.2,2.3,4.9,0.5,0.34,Actual,17.2,-2.8,-0.16,15.9,-0.1
UL000067,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Hellmann's,Convenience,190.0,9.6,1.0,8.6,4.5,4.1,1.4,2.7,0.48,0.32,Actual,10.0,-1.4,-0.14,9.6,-0.11
UL000068,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Hellmann's,Online,172.0,8.5,0.7,7.8,4.1,3.7,1.3,2.5,0.48,0.32,Actual,9.1,-1.3,-0.14,8.5,-0.08
UL000069,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Hellmann's,Pharmacy,99.0,5.0,0.5,4.5,2.2,2.3,0.8,1.5,0.51,0.33,Actual,5.4,-0.9,-0.17,5.0,-0.1
UL000070,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Hellmann's,Foodservice,64.0,3.3,0.3,3.0,1.5,1.5,0.5,1.0,0.51,0.34,Actual,3.6,-0.7,-0.18,3.3,-0.1
UL000071,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Lipton,Supermarket,293.0,14.6,1.2,13.3,6.8,6.5,2.3,4.2,0.49,0.32,Actual,14.4,-1.0,-0.07,14.6,-0.08
UL000072,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Lipton,Convenience,173.0,8.5,0.8,7.7,3.8,3.9,1.3,2.6,0.51,0.34,Actual,8.3,-0.6,-0.08,8.5,-0.09
UL000073,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Lipton,Online,148.0,7.2,0.7,6.5,3.1,3.4,1.1,2.3,0.52,0.35,Actual,7.6,-1.1,-0.14,7.2,-0.09
UL000074,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Lipton,Pharmacy,81.0,4.2,0.4,3.9,2.0,1.9,0.6,1.3,0.48,0.32,Actual,4.5,-0.6,-0.14,4.2,-0.08
UL000075,2022,Jan,1,Q1,New Zealand,Foods & Refreshment,Lipton,Foodservice,53.0,2.7,0.2,2.5,1.2,1.3,0.4,0.9,0.52,0.35,Actual,3.0,-0.5,-0.18,2.7,-0.08
UL000076,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Dove,Supermarket,456.0,22.0,1.9,20.2,10.2,10.0,3.3,6.6,0.49,0.33,Actual,21.4,-1.3,-0.06,22.0,-0.08
UL000077,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Dove,Convenience,218.0,11.2,1.0,10.2,5.0,5.3,1.7,3.6,0.51,0.35,Actual,12.4,-2.2,-0.18,11.2,-0.09
UL000078,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Dove,Online,214.0,10.8,1.2,9.6,4.6,5.0,1.6,3.4,0.52,0.35,Actual,11.3,-1.7,-0.15,10.8,-0.11
UL000079,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Dove,Pharmacy,135.0,6.9,0.6,6.3,3.1,3.2,1.0,2.1,0.5,0.34,Actual,6.8,-0.5,-0.08,6.9,-0.09
UL000080,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Dove,Foodservice,83.0,4.4,0.5,3.9,1.9,2.0,0.6,1.4,0.52,0.36,Actual,4.5,-0.6,-0.13,4.4,-0.1
UL000081,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Lux,Supermarket,283.0,15.0,1.5,13.5,6.5,7.0,2.2,4.8,0.52,0.36,Actual,15.3,-1.8,-0.12,15.0,-0.1
UL000082,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Lux,Convenience,166.0,8.4,0.8,7.6,4.0,3.6,1.3,2.4,0.48,0.31,Actual,8.9,-1.3,-0.14,8.4,-0.1
UL000083,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Lux,Online,166.0,8.2,0.8,7.4,3.8,3.5,1.2,2.3,0.48,0.31,Actual,8.1,-0.7,-0.08,8.2,-0.1
UL000084,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Lux,Pharmacy,95.0,4.9,0.4,4.5,2.2,2.3,0.8,1.5,0.51,0.33,Actual,4.8,-0.4,-0.08,4.9,-0.09
UL000085,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Lux,Foodservice,59.0,3.0,0.2,2.8,1.4,1.3,0.5,0.9,0.48,0.31,Actual,3.2,-0.5,-0.14,3.0,-0.08
UL000086,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,TRESemmé,Supermarket,244.0,12.8,1.2,11.7,5.6,6.1,2.0,4.0,0.52,0.34,Actual,13.5,-1.8,-0.13,12.8,-0.09
UL000087,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,TRESemmé,Convenience,153.0,7.4,0.7,6.6,3.3,3.4,1.2,2.2,0.51,0.33,Actual,7.8,-1.2,-0.15,7.4,-0.1
UL000088,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,TRESemmé,Online,149.0,7.0,0.6,6.4,3.3,3.1,1.1,2.0,0.48,0.31,Actual,7.1,-0.7,-0.1,7.0,-0.09
UL000089,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,TRESemmé,Pharmacy,81.0,4.2,0.4,3.8,2.0,1.8,0.6,1.2,0.48,0.32,Actual,4.3,-0.5,-0.11,4.2,-0.09
UL000090,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,TRESemmé,Foodservice,58.0,2.9,0.2,2.6,1.4,1.3,0.4,0.8,0.48,0.31,Actual,2.8,-0.2,-0.07,2.9,-0.08
UL000091,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Vaseline,Supermarket,236.0,11.4,0.9,10.6,5.1,5.5,1.8,3.7,0.52,0.35,Actual,11.0,-0.5,-0.04,11.4,-0.08
UL000092,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Vaseline,Convenience,132.0,6.5,0.5,6.0,3.1,2.9,1.0,1.8,0.48,0.31,Actual,6.4,-0.4,-0.07,6.5,-0.08
UL000093,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Vaseline,Online,108.0,5.2,0.5,4.6,2.3,2.4,0.8,1.6,0.51,0.34,Actual,5.8,-1.2,-0.2,5.2,-0.1
UL000094,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Vaseline,Pharmacy,64.0,3.1,0.3,2.8,1.5,1.3,0.5,0.9,0.48,0.31,Actual,3.5,-0.7,-0.19,3.1,-0.09
UL000095,2022,Jan,1,Q1,New Zealand,Beauty & Personal Care,Vaseline,Foodservice,44.0,2.4,0.2,2.1,1.1,1.0,0.4,0.6,0.48,0.3,Actual,2.3,-0.2,-0.09,2.4,-0.1
UL000096,2022,Jan,1,Q1,New Zealand,Home Care,Surf,Supermarket,420.0,21.8,2.2,19.6,9.8,9.9,3.2,6.7,0.5,0.34,Actual,21.5,-1.9,-0.09,21.8,-0.1
UL000097,2022,Jan,1,Q1,New Zealand,Home Care,Surf,Convenience,236.0,12.0,1.0,11.0,5.8,5.3,1.8,3.5,0.48,0.31,Actual,12.5,-1.4,-0.12,12.0,-0.08
UL000098,2022,Jan,1,Q1,New Zealand,Home Care,Surf,Online,200.0,10.2,1.0,9.2,4.8,4.4,1.5,2.9,0.48,0.32,Actual,11.3,-2.1,-0.19,10.2,-0.1
UL000099,2022,Jan,1,Q1,New Zealand,Home Care,Surf,Pharmacy,143.0,6.9,0.7,6.3,3.1,3.2,1.1,2.1,0.51,0.33,Actual,6.8,-0.5,-0.08,6.9,-0.1
UL000100,2022,Jan,1,Q1,New Zealand,Home Care,Surf,Foodservice,84.0,4.2,0.4,3.8,1.9,1.9,0.7,1.3,0.5,0.33,Actual,4.5,-0.7,-0.15,4.2,-0.09
UL000101,2022,Jan,1,Q1,New Zealand,Home Care,Domestos,Supermarket,265.0,13.0,1.1,11.9,5.8,6.1,2.0,4.1,0.51,0.34,Actual,14.4,-2.5,-0.17,13.0,-0.09
UL000102,2022,Jan,1,Q1,New Zealand,Home Care,Domestos,Convenience,166.0,8.1,0.6,7.5,3.8,3.7,1.3,2.4,0.5,0.32,Actual,8.3,-0.8,-0.1,8.1,-0.08
UL000103,2022,Jan,1,Q1,New Zealand,Home Care,Domestos,Online,132.0,7.1,0.7,6.4,3.2,3.2,1.1,2.1,0.5,0.33,Actual,7.6,-1.2,-0.16,7.1,-0.1
UL000104,2022,Jan,1,Q1,New Zealand,Home Care,Domestos,Pharmacy,86.0,4.1,0.4,3.7,1.8,1.9,0.6,1.3,0.52,0.35,Actual,4.5,-0.8,-0.18,4.1,-0.09
UL000105,2022,Jan,1,Q1,New Zealand,Home Care,Domestos,Foodservice,63.0,3.0,0.3,2.8,1.4,1.4,0.5,0.9,0.52,0.34,Actual,3.0,-0.3,-0.08,3.0,-0.09
UL000106,2022,Jan,1,Q1,New Zealand,Home Care,Comfort,Supermarket,207.0,10.9,1.0,9.9,5.0,4.9,1.6,3.3,0.49,0.33,Actual,12.0,-2.1,-0.18,10.9,-0.09
UL000107,2022,Jan,1,Q1,New Zealand,Home Care,Comfort,Convenience,115.0,6.2,0.6,5.5,2.7,2.8,0.9,1.9,0.51,0.34,Actual,6.9,-1.4,-0.2,6.2,-0.1
UL000108,2022,Jan,1,Q1,New Zealand,Home Care,Comfort,Online,123.0,6.2,0.5,5.7,2.9,2.8,1.0,1.9,0.5,0.33,Actual,6.3,-0.6,-0.1,6.2,-0.08
UL000109,2022,Jan,1,Q1,New Zealand,Home Care,Comfort,Pharmacy,71.0,3.4,0.3,3.1,1.6,1.5,0.6,0.9,0.48,0.3,Actual,3.8,-0.7,-0.19,3.4,-0.09
UL000110,2022,Jan,1,Q1,New Zealand,Home Care,Comfort,Foodservice,52.0,2.6,0.3,2.3,1.2,1.1,0.4,0.7,0.49,0.32,Actual,2.5,-0.2,-0.09,2.6,-0.1
UL000111,2022,Jan,1,Q1,New Zealand,Ice Cream,Magnum,Supermarket,380.0,18.4,1.8,16.6,8.4,8.2,2.9,5.3,0.5,0.32,Actual,17.8,-1.2,-0.07,18.4,-0.1
UL000112,2022,Jan,1,Q1,New Zealand,Ice Cream,Magnum,Convenience,193.0,10.0,0.8,9.2,4.7,4.5,1.5,3.0,0.49,0.33,Actual,10.3,-1.1,-0.11,10.0,-0.08
UL000113,2022,Jan,1,Q1,New Zealand,Ice Cream,Magnum,Online,173.0,8.4,0.8,7.6,4.0,3.6,1.3,2.3,0.48,0.31,Actual,9.4,-1.8,-0.19,8.4,-0.09
UL000114,2022,Jan,1,Q1,New Zealand,Ice Cream,Magnum,Pharmacy,106.0,5.1,0.4,4.7,2.5,2.2,0.8,1.4,0.48,0.3,Actual,5.6,-0.9,-0.17,5.1,-0.09
UL000115,2022,Jan,1,Q1,New Zealand,Ice Cream,Magnum,Foodservice,66.0,3.5,0.3,3.1,1.6,1.6,0.5,1.1,0.51,0.34,Actual,3.8,-0.6,-0.16,3.5,-0.1
UL000116,2022,Jan,1,Q1,New Zealand,Ice Cream,Cornetto,Supermarket,271.0,13.3,1.0,12.2,6.1,6.2,2.2,4.0,0.5,0.33,Actual,14.6,-2.3,-0.16,13.3,-0.08
UL000117,2022,Jan,1,Q1,New Zealand,Ice Cream,Cornetto,Convenience,166.0,7.9,0.8,7.2,3.7,3.4,1.2,2.2,0.48,0.31,Actual,8.4,-1.3,-0.15,7.9,-0.1
UL000118,2022,Jan,1,Q1,New Zealand,Ice Cream,Cornetto,Online,167.0,7.9,0.7,7.2,3.5,3.8,1.3,2.5,0.52,0.34,Actual,7.7,-0.4,-0.06,7.9,-0.09
UL000119,2022,Jan,1,Q1,New Zealand,Ice Cream,Cornetto,Pharmacy,89.0,4.3,0.4,4.0,1.9,2.0,0.6,1.4,0.51,0.35,Actual,4.6,-0.6,-0.14,4.3,-0.09
UL000120,2022,Jan,1,Q1,New Zealand,Ice Cream,Cornetto,Foodservice,57.0,2.9,0.3,2.5,1.3,1.3,0.4,0.9,0.5,0.34,Actual,3.1,-0.5,-0.17,2.9,-0.11
UL000121,2022,Jan,1,Q1,Philippines,Foods & Refreshment,Knorr,Supermarket,722.0,34.6,2.8,31.8,16.7,15.2,5.5,9.6,0.48,0.3,Actual,33.4,-1.6,-0.05,34.6,-0.08
UL000122,2022,Jan,1,Q1,Philippines,Foods & Refreshment,Knorr,Convenience,392.0,19.9,1.9,18.0,9.1,8.9,2.9,6.0,0.5,0.33,Actual,19.3,-1.3,-0.07,19.9,-0.09
UL000123,2022,Jan,1,Q1,Philippines,Foods & Refreshment,Knorr,Online,357.0,17.0,1.4,15.6,7.8,7.8,2.6,5.2,0.5,0.33,Actual,17.6,-2.0,-0.11,17.0,-0.08
UL000124,2022,Jan,1,Q1,Philippines,Foods & Refreshment,Knorr,Pharmacy,194.0,9.9,1.1,8.8,4.3,4.5,1.5,3.0,0.51,0.34,Actual,10.5,-1.7,-0.16,9.9,-0.11
